Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2024-09-20 00:00:00-04:00,523.510009765625,524.9199829101562,521.1199951171875,523.8800048828125,5610700,0.0,0.0,0.0
